"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","zona_ocu","sexo_fall_les","edad_fall_les","tipo_vehi","color_vehi","causa_acc","estado_implicado","year"
3,"Abril","Domingo",6,"Guatemala","Santa Catarina Pinula","Ignorada","Mujer","17","Pick up","Corinto","Choque","Lesionado",2016
3,"Abril","Domingo",6,"Guatemala","Santa Catarina Pinula","Ignorada","Hombre","8","Pick up","Corinto","Choque","Lesionado",2016
3,"Abril","Domingo",9,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","Ignorada","Bus urbano","Rojo","Choque","Lesionado",2016
3,"Abril","Domingo",9,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","25","Bus urbano","Rojo","Choque","Fallecido",2016
4,"Abril","Lunes",20,"Guatemala","Guatemala","18","Hombre","1","Motocicleta","Negro","Colision","Lesionado",2016
4,"Abril","Lunes",7,"Guatemala","Chinautla","Ignorada","Mujer","33","Automovil","Negro","Colision","Lesionado",2016
4,"Abril","Lunes",14,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","Ignorada","Motocicleta","Negro","Colision","Lesionado",2016
4,"Abril","Lunes",22,"Guatemala","San Pedro Sacatepequez","Ignorada","Mujer","47","Motocicleta","Ignorado","Colision","Lesionado",2016
5,"Abril","Martes",15,"Guatemala","Guatemala","9","Hombre","32","Motocicleta","Rojo","Colision","Lesionado",2016
5,"Abril","Martes",23,"Guatemala","Guatemala","1","Hombre","43","Motocicleta","Ignorado","Colision","Lesionado",2016
5,"Abril","Martes",13,"Guatemala","Guatemala","13","Hombre","66","Motocicleta","Negro","Colision","Lesionado",2016
5,"Abril","Martes",14,"Guatemala","Mixco","Ignorada","Hombre","55","Camion","Ignorado","Colision","Fallecido",2016
5,"Abril","Martes",14,"Guatemala","Mixco","Ignorada","Hombre","65","Camion","Ignorado","Colision","Fallecido",2016
5,"Abril","Martes",14,"Guatemala","Mixco","Ignorada","Hombre","35","Pick up","Corinto","Colision","Lesionado",2016
5,"Abril","Martes",14,"Guatemala","Mixco","Ignorada","Mujer","32","Pick up","Corinto","Colision","Lesionado",2016
5,"Abril","Martes",14,"Guatemala","Mixco","Ignorada","Hombre","14","Pick up","Corinto","Colision","Lesionado",2016
5,"Abril","Martes",15,"Guatemala","Guatemala","13","Hombre","64","Motocicleta","Azul","Colision","Lesionado",2016
5,"Abril","Martes",21,"Guatemala","Guatemala","12","Hombre","36","Motocicleta","Negro","Colision","Lesionado",2016
5,"Abril","Martes",4,"Guatemala","Petapa","Ignorada","Hombre","43","Motocicleta","Azul","Colision","Lesionado",2016
7,"Abril","Jueves",22,"Guatemala","Guatemala","2","Hombre","87","Camioneta","Gris","Colision","Lesionado",2016
8,"Abril","Viernes",0,"Guatemala","Guatemala","8","Hombre","21","Camioneta","Verde","Choque","Lesionado",2016
8,"Abril","Viernes",0,"Guatemala","Guatemala","8","Mujer","22","Camioneta","Verde","Choque","Lesionado",2016
8,"Abril","Viernes",17,"Guatemala","Petapa","Ignorada","Hombre","51","Motocicleta","Negro","Colision","Fallecido",2016
9,"Abril","Sabado",19,"Guatemala","Guatemala","18","Mujer","21","Motocicleta","Negro","Colision","Lesionado",2016
9,"Abril","Sabado",3,"Guatemala","Guatemala","10","Hombre","21","Automovil","Blanco","Colision","Lesionado",2016
9,"Abril","Sabado",3,"Guatemala","Guatemala","10","Mujer","40","Automovil","Blanco","Colision","Fallecido",2016
9,"Abril","Sabado",3,"Guatemala","Guatemala","10","Mujer","31","Automovil","Blanco","Colision","Lesionado",2016
9,"Abril","Sabado",3,"Guatemala","Guatemala","10","Hombre","18","Automovil","Blanco","Colision","Lesionado",2016
9,"Abril","Sabado",3,"Guatemala","Guatemala","10","Hombre","20","Automovil","Blanco","Colision","Lesionado",2016
9,"Abril","Sabado",3,"Guatemala","Guatemala","10","Hombre","24","Automovil","Blanco","Colision","Lesionado",2016
9,"Abril","Sabado",3,"Guatemala","Guatemala","10","Hombre","42","Automovil","Blanco","Colision","Lesionado",2016
9,"Abril","Sabado",3,"Guatemala","Guatemala","10","Hombre","31","Automovil","Blanco","Colision","Lesionado",2016
9,"Abril","Sabado",5,"Guatemala","Guatemala","12","Hombre","24","Motocicleta","Azul","Choque","Fallecido",2016
9,"Abril","Sabado",3,"Guatemala","San Juan Sacatepequez","Ignorada","Hombre","26","Motocicleta","Ignorado","Colision","Lesionado",2016
10,"Abril","Domingo",13,"Guatemala","Guatemala","1","Mujer","4","Camioneta","Azul","Colision","Lesionado",2016
10,"Abril","Domingo",13,"Guatemala","Guatemala","1","Mujer","37","Camioneta","Azul","Colision","Lesionado",2016
10,"Abril","Domingo",10,"Guatemala","Guatemala","10","Hombre","20","Motocicleta","Rojo","Colision","Lesionado",2016
10,"Abril","Domingo",14,"Guatemala","Guatemala","10","Hombre","23","Motocicleta","Blanco","Colision","Lesionado",2016
10,"Abril","Domingo",16,"Guatemala","San Pedro Sacatepequez","Ignorada","Mujer","24","Automovil","Beige","Colision","Lesionado",2016
10,"Abril","Domingo",5,"Guatemala","Petapa","Ignorada","Hombre","27","Automovil","Negro","Choque","Fallecido",2016
10,"Abril","Domingo",5,"Guatemala","Petapa","Ignorada","Mujer","30","Automovil","Negro","Choque","Lesionado",2016
11,"Abril","Lunes",6,"Guatemala","Guatemala","17","Mujer","19","Motocicleta","Rojo","Colision","Lesionado",2016
11,"Abril","Lunes",10,"Guatemala","Guatemala","17","Hombre","25","Motocicleta","Amarillo","Colision","Lesionado",2016
11,"Abril","Lunes",10,"Guatemala","Guatemala","17","Hombre","28","Motocicleta","Azul","Colision","Lesionado",2016
11,"Abril","Lunes",21,"Guatemala","Guatemala","18","Hombre","18","Motocicleta","Negro","Colision","Lesionado",2016
11,"Abril","Lunes",21,"Guatemala","Guatemala","18","Mujer","19","Motocicleta","Negro","Colision","Lesionado",2016
11,"Abril","Lunes",16,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","Ignorada","Motocicleta","Negro","Colision","Lesionado",2016
12,"Abril","Martes",23,"Guatemala","Guatemala","9","Hombre","42","Automovil","Blanco","Colision","Lesionado",2016
12,"Abril","Martes",14,"Guatemala","Guatemala","16","Hombre","17","Motocicleta","Azul","Colision","Lesionado",2016
12,"Abril","Martes",22,"Guatemala","Guatemala","14","Hombre","25","Motocicleta","Negro","Colision","Lesionado",2016
12,"Abril","Martes",14,"Guatemala","Petapa","Ignorada","Hombre","44","Automovil","Blanco","Colision","Fallecido",2016
13,"Abril","Miercoles",18,"Guatemala","Guatemala","1","Hombre","26","Motocicleta","Rojo","Caida","Lesionado",2016
13,"Abril","Miercoles",18,"Guatemala","Guatemala","1","Mujer","23","Motocicleta","Rojo","Caida","Lesionado",2016
14,"Abril","Jueves",6,"Guatemala","San Raymundo","Ignorada","Mujer","31","Motocicleta","Negro","Colision","Lesionado",2016
15,"Abril","Viernes",11,"Guatemala","Guatemala","1","Hombre","58","Pick up","Blanco","Colision","Lesionado",2016
15,"Abril","Viernes",11,"Guatemala","Guatemala","1","Hombre","30","Automovil","Blanco","Colision","Lesionado",2016
15,"Abril","Viernes",9,"Guatemala","Guatemala","17","Hombre","57","Pick up","Ignorado","Colision","Lesionado",2016
15,"Abril","Viernes",9,"Guatemala","Guatemala","17","Hombre","57","Pick up","Ignorado","Colision","Lesionado",2016
15,"Abril","Viernes",9,"Guatemala","Guatemala","17","Mujer","54","Pick up","Ignorado","Colision","Lesionado",2016
15,"Abril","Viernes",14,"Guatemala","Santa Catarina Pinula","Ignorada","Hombre","53","Camioneta","Negro","Colision","Lesionado",2016
15,"Abril","Viernes",21,"Guatemala","Guatemala","6","Hombre","44","Motocicleta","Negro","Colision","Fallecido",2016
15,"Abril","Viernes",22,"Guatemala","San Jose del Golfo","Ignorada","Hombre","23","Motocicleta","Negro","Colision","Lesionado",2016
15,"Abril","Viernes",13,"Guatemala","Mixco","Ignorada","Hombre","22","Motocicleta","Rojo","Colision","Lesionado",2016
15,"Abril","Viernes",13,"Guatemala","Mixco","Ignorada","Hombre","19","Motocicleta","Rojo","Colision","Lesionado",2016
16,"Abril","Sabado",5,"Guatemala","Guatemala","1","Hombre","30","Motocicleta","Negro","Colision","Lesionado",2016
16,"Abril","Sabado",10,"Guatemala","Guatemala","1","Hombre","30","Panel","Ignorado","Colision","Lesionado",2016
16,"Abril","Sabado",10,"Guatemala","Guatemala","1","Hombre","Ignorada","Panel","Ignorado","Colision","Lesionado",2016
16,"Abril","Sabado",19,"Guatemala","Guatemala","18","Hombre","22","Motocicleta","Negro","Colision","Lesionado",2016
16,"Abril","Sabado",21,"Guatemala","Chinautla","Ignorada","Hombre","21","Motocicleta","Negro","Colision","Lesionado",2016
16,"Abril","Sabado",21,"Guatemala","Chinautla","Ignorada","Hombre","24","Motocicleta","Rojo","Colision","Lesionado",2016
17,"Abril","Domingo",4,"Guatemala","Guatemala","15","Hombre","21","Automovil","Azul","Vuelco","Fallecido",2016
17,"Abril","Domingo",3,"Guatemala","Guatemala","5","Hombre","30","Automovil","Gris","Choque","Lesionado",2016
17,"Abril","Domingo",5,"Guatemala","San Juan Sacatepequez","Ignorada","Hombre","Ignorada","Motocicleta","Negro","Colision","Lesionado",2016
17,"Abril","Domingo",5,"Guatemala","San Juan Sacatepequez","Ignorada","Hombre","17","Motocicleta","Negro","Colision","Lesionado",2016
18,"Abril","Lunes",22,"Guatemala","Guatemala","1","Mujer","23","Motocicleta","Rojo","Colision","Lesionado",2016
18,"Abril","Lunes",11,"Guatemala","Guatemala","10","Hombre","27","Motocicleta","Blanco","Colision","Lesionado",2016
19,"Abril","Martes",6,"Guatemala","Guatemala","1","Hombre","40","Pick up","Ignorado","Colision","Lesionado",2016
19,"Abril","Martes",6,"Guatemala","Guatemala","1","Hombre","73","Camioneta","Ignorado","Colision","Lesionado",2016
19,"Abril","Martes",6,"Guatemala","Guatemala","1","Hombre","31","Motocicleta","Rojo","Colision","Lesionado",2016
19,"Abril","Martes",19,"Guatemala","Guatemala","7","Mujer","24","Motocicleta","Ignorado","Caida","Lesionado",2016
19,"Abril","Martes",7,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","38","Motocicleta","Amarillo","Colision","Fallecido",2016
19,"Abril","Martes",7,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","Ignorada","Motocicleta","Amarillo","Colision","Lesionado",2016
20,"Abril","Miercoles",19,"Guatemala","Guatemala","17","Hombre","32","Motocicleta","Negro","Choque","Lesionado",2016
20,"Abril","Miercoles",22,"Guatemala","Guatemala","6","Hombre","40","Motocicleta","Negro","Colision","Lesionado",2016
20,"Abril","Miercoles",8,"Guatemala","Guatemala","12","Hombre","23","Motocicleta","Negro","Colision","Lesionado",2016
21,"Abril","Jueves",8,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","29","Motocicleta","Azul","Colision","Lesionado",2016
21,"Abril","Jueves",20,"Guatemala","Villa Nueva","Ignorada","Hombre","22","Motocicleta","Negro","Colision","Fallecido",2016
22,"Abril","Viernes",18,"Guatemala","Guatemala","6","Hombre","47","Motocicleta","Negro","Colision","Lesionado",2016
22,"Abril","Viernes",3,"Guatemala","Guatemala","12","Hombre","41","Ignorado","Anaranjado","Colision","Lesionado",2016
22,"Abril","Viernes",15,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","20","Motocicleta","Ignorado","Colision","Lesionado",2016
22,"Abril","Viernes",18,"Guatemala","San Pedro Sacatepequez","Ignorada","Mujer","17","Microbus","Corinto","Colision","Lesionado",2016
22,"Abril","Viernes",18,"Guatemala","San Pedro Sacatepequez","Ignorada","Mujer","46","Microbus","Corinto","Colision","Lesionado",2016
22,"Abril","Viernes",18,"Guatemala","San Pedro Sacatepequez","Ignorada","Mujer","20","Microbus","Corinto","Colision","Lesionado",2016
22,"Abril","Viernes",18,"Guatemala","San Pedro Sacatepequez","Ignorada","Mujer","20","Microbus","Corinto","Colision","Lesionado",2016
22,"Abril","Viernes",18,"Guatemala","San Pedro Sacatepequez","Ignorada","Mujer","20","Microbus","Corinto","Colision","Lesionado",2016
22,"Abril","Viernes",18,"Guatemala","San Pedro Sacatepequez","Ignorada","Mujer","20","Microbus","Corinto","Colision","Lesionado",2016
22,"Abril","Viernes",22,"Guatemala","Guatemala","19","Mujer","27","Bus urbano","Blanco","Colision","Lesionado",2016
22,"Abril","Viernes",22,"Guatemala","Guatemala","19","Mujer","29","Bus urbano","Blanco","Colision","Lesionado",2016
22,"Abril","Viernes",22,"Guatemala","Guatemala","19","Mujer","18","Bus urbano","Blanco","Colision","Lesionado",2016
23,"Abril","Sabado",0,"Guatemala","Guatemala","9","Hombre","54","Pick up","Blanco","Colision","Lesionado",2016
23,"Abril","Sabado",23,"Guatemala","Guatemala","1","Hombre","33","Automovil","Rojo","Choque","Lesionado",2016
23,"Abril","Sabado",7,"Guatemala","Chinautla","Ignorada","Hombre","19","Camioneta","Corinto","Colision","Lesionado",2016
23,"Abril","Sabado",13,"Guatemala","Petapa","Ignorada","Hombre","26","Motocicleta","Gris","Colision","Lesionado",2016
23,"Abril","Sabado",13,"Guatemala","Petapa","Ignorada","Hombre","36","Motocicleta","Gris","Colision","Lesionado",2016
24,"Abril","Domingo",4,"Guatemala","Guatemala","8","Hombre","32","Camioneta","Gris","Colision","Lesionado",2016
24,"Abril","Domingo",4,"Guatemala","Guatemala","8","Hombre","50","Automovil","Ignorado","Colision","Lesionado",2016
24,"Abril","Domingo",3,"Guatemala","Guatemala","1","Hombre","29","Automovil","Negro","Colision","Lesionado",2016
24,"Abril","Domingo",3,"Guatemala","Guatemala","1","Mujer","34","Automovil","Rojo","Colision","Lesionado",2016
24,"Abril","Domingo",6,"Guatemala","Guatemala","11","Mujer","27","Automovil","Rojo","Choque","Lesionado",2016
24,"Abril","Domingo",6,"Guatemala","Guatemala","11","Mujer","37","Automovil","Rojo","Choque","Lesionado",2016
24,"Abril","Domingo",6,"Guatemala","Guatemala","11","Mujer","32","Automovil","Rojo","Choque","Lesionado",2016
24,"Abril","Domingo",6,"Guatemala","Guatemala","11","Mujer","52","Automovil","Rojo","Choque","Lesionado",2016
24,"Abril","Domingo",2,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","25","Motocicleta","Negro","Caida","Lesionado",2016
25,"Abril","Lunes",20,"Guatemala","Guatemala","3","Hombre","36","Motocicleta","Rojo","Colision","Fallecido",2016
25,"Abril","Lunes",16,"Guatemala","Guatemala","18","Hombre","21","Motocicleta","Negro","Colision","Lesionado",2016
25,"Abril","Lunes",20,"Guatemala","Guatemala","6","Hombre","20","Moto taxi","Rojo","Colision","Lesionado",2016
25,"Abril","Lunes",20,"Guatemala","Guatemala","6","Hombre","23","Moto taxi","Rojo","Colision","Lesionado",2016
25,"Abril","Lunes",20,"Guatemala","Guatemala","6","Hombre","24","Moto taxi","Rojo","Colision","Lesionado",2016
26,"Abril","Martes",13,"Guatemala","Guatemala","7","Hombre","20","Motocicleta","Negro","Caida","Lesionado",2016
27,"Abril","Miercoles",1,"Guatemala","Guatemala","12","Hombre","20","Automovil","Gris","Choque","Lesionado",2016
27,"Abril","Miercoles",1,"Guatemala","Guatemala","12","Hombre","20","Automovil","Gris","Choque","Lesionado",2016
27,"Abril","Miercoles",1,"Guatemala","Guatemala","12","Hombre","21","Automovil","Gris","Choque","Lesionado",2016
27,"Abril","Miercoles",17,"Guatemala","Guatemala","12","Hombre","30","Motocicleta","Ignorado","Colision","Lesionado",2016
27,"Abril","Miercoles",13,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","30","Motocicleta","Rojo","Colision","Lesionado",2016
28,"Abril","Jueves",10,"Guatemala","Guatemala","2","Hombre","Ignorada","Motocicleta","Ignorado","Colision","Lesionado",2016
28,"Abril","Jueves",12,"Guatemala","Guatemala","11","Hombre","46","Motocicleta","Rojo","Colision","Lesionado",2016
29,"Abril","Viernes",19,"Guatemala","Guatemala","17","Hombre","22","Ignorado","Azul","Choque","Fallecido",2016
29,"Abril","Viernes",15,"Guatemala","Guatemala","7","Hombre","17","Motocicleta","Azul","Colision","Lesionado",2016
29,"Abril","Viernes",21,"Guatemala","Guatemala","11","Hombre","70","Ignorado","Ignorado","Colision","Lesionado",2016
29,"Abril","Viernes",21,"Guatemala","Guatemala","11","Mujer","43","Ignorado","Ignorado","Colision","Lesionado",2016
29,"Abril","Viernes",8,"Guatemala","San Raymundo","Ignorada","Mujer","28","Motocicleta","Ignorado","Caida","Lesionado",2016
30,"Abril","Sabado",14,"Guatemala","San Pedro Ayampuc","Ignorada","Mujer","36","Automovil","Beige","Choque","Lesionado",2016
30,"Abril","Sabado",14,"Guatemala","Guatemala","21","Hombre","26","Motocicleta","Rojo","Colision","Lesionado",2016
30,"Abril","Sabado",14,"Guatemala","Guatemala","21","Hombre","14","Motocicleta","Rojo","Colision","Lesionado",2016
30,"Abril","Sabado",0,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","20","Automovil","Blanco","Colision","Lesionado",2016
30,"Abril","Sabado",0,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","18","Camioneta","Rojo","Colision","Lesionado",2016
1,"Mayo","Domingo",13,"Guatemala","Guatemala","9","Hombre","38","Automovil","Beige","Colision","Lesionado",2016
1,"Mayo","Domingo",13,"Guatemala","Guatemala","9","Hombre","54","Camioneta","Gris","Colision","Lesionado",2016
1,"Mayo","Domingo",6,"Guatemala","Guatemala","18","Hombre","21","Microbus","Azul","Colision","Lesionado",2016
1,"Mayo","Domingo",6,"Guatemala","Guatemala","18","Hombre","20","Microbus","Azul","Colision","Lesionado",2016
1,"Mayo","Domingo",6,"Guatemala","Guatemala","18","Mujer","46","Microbus","Azul","Colision","Lesionado",2016
1,"Mayo","Domingo",6,"Guatemala","Guatemala","18","Hombre","43","Microbus","Azul","Colision","Lesionado",2016
1,"Mayo","Domingo",6,"Guatemala","Guatemala","18","Mujer","4","Microbus","Azul","Colision","Lesionado",2016
1,"Mayo","Domingo",6,"Guatemala","Guatemala","18","Mujer","6","Microbus","Azul","Colision","Lesionado",2016
1,"Mayo","Domingo",6,"Guatemala","Guatemala","18","Hombre","1","Microbus","Azul","Colision","Lesionado",2016
1,"Mayo","Domingo",14,"Guatemala","San Pedro Ayampuc","Ignorada","Hombre","19","Motocicleta","Ignorado","Colision","Lesionado",2016
1,"Mayo","Domingo",14,"Guatemala","San Pedro Ayampuc","Ignorada","Hombre","19","Motocicleta","Ignorado","Colision","Lesionado",2016
1,"Mayo","Domingo",15,"Guatemala","Guatemala","14","Hombre","50","Motocicleta","Gris","Caida","Lesionado",2016
1,"Mayo","Domingo",15,"Guatemala","Guatemala","14","Hombre","36","Motocicleta","Gris","Caida","Lesionado",2016
1,"Mayo","Domingo",16,"Guatemala","San Pedro Ayampuc","Ignorada","Hombre","25","Motocicleta","Ignorado","Choque","Fallecido",2016
1,"Mayo","Domingo",22,"Guatemala","San Pedro Ayampuc","Ignorada","Hombre","19","Camioneta","Blanco","Colision","Lesionado",2016
1,"Mayo","Domingo",22,"Guatemala","Guatemala","11","Hombre","35","Motocicleta","Ignorado","Colision","Lesionado",2016
1,"Mayo","Domingo",9,"Guatemala","Guatemala","7","Hombre","27","Motocicleta","Negro","Colision","Lesionado",2016
1,"Mayo","Domingo",15,"Guatemala","Guatemala","12","Hombre","23","Motocicleta","Ignorado","Colision","Lesionado",2016
1,"Mayo","Domingo",18,"Guatemala","Guatemala","7","Hombre","15","Moto taxi","Azul","Vuelco","Lesionado",2016
1,"Mayo","Domingo",12,"Guatemala","Petapa","Ignorada","Hombre","21","Motocicleta","Rojo","Colision","Lesionado",2016
1,"Mayo","Domingo",12,"Guatemala","Petapa","Ignorada","Hombre","21","Motocicleta","Rojo","Colision","Lesionado",2016
1,"Mayo","Domingo",17,"Guatemala","Petapa","Ignorada","Mujer","17","Motocicleta","Azul","Colision","Lesionado",2016
1,"Mayo","Domingo",19,"Guatemala","Petapa","Ignorada","Mujer","36","Automovil","Amarillo","Colision","Lesionado",2016
1,"Mayo","Domingo",22,"Guatemala","Petapa","Ignorada","Hombre","19","Motocicleta","Rojo","Colision","Lesionado",2016
2,"Mayo","Lunes",21,"Guatemala","Guatemala","3","Mujer","32","Motocicleta","Negro","Colision","Lesionado",2016
2,"Mayo","Lunes",18,"Guatemala","Guatemala","12","Mujer","33","Pick up","Beige","Colision","Lesionado",2016
2,"Mayo","Lunes",18,"Guatemala","Guatemala","12","Hombre","15","Pick up","Beige","Colision","Lesionado",2016
2,"Mayo","Lunes",18,"Guatemala","Guatemala","12","Mujer","40","Pick up","Beige","Colision","Lesionado",2016
2,"Mayo","Lunes",0,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","35","Motocicleta","Negro","Colision","Fallecido",2016
3,"Mayo","Martes",18,"Guatemala","Guatemala","8","Hombre","18","Motocicleta","Negro","Colision","Lesionado",2016
3,"Mayo","Martes",18,"Guatemala","Guatemala","8","Hombre","17","Motocicleta","Negro","Colision","Lesionado",2016
3,"Mayo","Martes",8,"Guatemala","Guatemala","18","Hombre","69","Motocicleta","Negro","Colision","Lesionado",2016
3,"Mayo","Martes",20,"Guatemala","Mixco","Ignorada","Hombre","25","Motocicleta","Negro","Colision","Fallecido",2016
3,"Mayo","Martes",14,"Guatemala","San Raymundo","Ignorada","Mujer","15","Motocicleta","Amarillo","Colision","Lesionado",2016
4,"Mayo","Miercoles",9,"Guatemala","Mixco","Ignorada","Hombre","21","Motocicleta","Negro","Colision","Lesionado",2016
4,"Mayo","Miercoles",13,"Guatemala","Guatemala","13","Hombre","65","Motocicleta","Gris","Colision","Lesionado",2016
4,"Mayo","Miercoles",13,"Guatemala","Guatemala","12","Hombre","30","Motocicleta","Rojo","Colision","Fallecido",2016
4,"Mayo","Miercoles",4,"Guatemala","Guatemala","7","Hombre","41","Automovil","Amarillo","Choque","Lesionado",2016
4,"Mayo","Miercoles",4,"Guatemala","Guatemala","7","Mujer","41","Automovil","Amarillo","Choque","Lesionado",2016
4,"Mayo","Miercoles",22,"Guatemala","San Juan Sacatepequez","Ignorada","Hombre","28","Motocicleta","Gris","Colision","Fallecido",2016
4,"Mayo","Miercoles",22,"Guatemala","San Juan Sacatepequez","Ignorada","Mujer","Ignorada","Motocicleta","Gris","Colision","Lesionado",2016
4,"Mayo","Miercoles",22,"Guatemala","San Juan Sacatepequez","Ignorada","Mujer","Ignorada","Motocicleta","Gris","Colision","Lesionado",2016
5,"Mayo","Jueves",11,"Guatemala","Guatemala","1","Hombre","23","Motocicleta","Azul","Colision","Lesionado",2016
5,"Mayo","Jueves",14,"Guatemala","Guatemala","1","Hombre","39","Motocicleta","Azul","Colision","Lesionado",2016
5,"Mayo","Jueves",23,"Guatemala","Guatemala","12","Hombre","30","Motocicleta","Gris","Colision","Lesionado",2016
6,"Mayo","Viernes",1,"Guatemala","Guatemala","13","Hombre","26","Automovil","Ignorado","Choque","Lesionado",2016
6,"Mayo","Viernes",1,"Guatemala","Guatemala","11","Hombre","29","Automovil","Rojo","Choque","Lesionado",2016
6,"Mayo","Viernes",15,"Guatemala","Guatemala","7","Hombre","27","Motocicleta","Ignorado","Colision","Lesionado",2016
6,"Mayo","Viernes",2,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","30","Motocicleta","Rojo","Choque","Lesionado",2016
7,"Mayo","Sabado",6,"Guatemala","Guatemala","1","Hombre","34","Motocicleta","Rojo","Colision","Lesionado",2016
7,"Mayo","Sabado",4,"Guatemala","Guatemala","6","Hombre","23","Motocicleta","Negro","Choque","Lesionado",2016
7,"Mayo","Sabado",14,"Guatemala","Guatemala","1","Hombre","32","Motocicleta","Negro","Colision","Lesionado",2016
7,"Mayo","Sabado",21,"Guatemala","Guatemala","1","Hombre","62","Automovil","Blanco","Colision","Lesionado",2016
7,"Mayo","Sabado",19,"Guatemala","Guatemala","1","Mujer","31","Automovil","Gris","Colision","Lesionado",2016
7,"Mayo","Sabado",19,"Guatemala","Santa Catarina Pinula","Ignorada","Hombre","25","Motocicleta","Negro","Colision","Lesionado",2016
7,"Mayo","Sabado",15,"Guatemala","Guatemala","15","Hombre","37","Motocicleta","Gris","Colision","Lesionado",2016
7,"Mayo","Sabado",15,"Guatemala","Guatemala","15","Mujer","28","Motocicleta","Gris","Colision","Lesionado",2016
7,"Mayo","Sabado",23,"Guatemala","Guatemala","10","Hombre","17","Motocicleta","Rojo","Colision","Lesionado",2016
7,"Mayo","Sabado",23,"Guatemala","Guatemala","10","Hombre","18","Motocicleta","Rojo","Colision","Lesionado",2016
7,"Mayo","Sabado",2,"Guatemala","San Juan Sacatepequez","Ignorada","Hombre","26","Motocicleta","Negro","Colision","Lesionado",2016
7,"Mayo","Sabado",2,"Guatemala","San Juan Sacatepequez","Ignorada","Hombre","34","Motocicleta","Negro","Colision","Lesionado",2016
8,"Mayo","Domingo",0,"Guatemala","Guatemala","9","Hombre","28","Automovil","Ignorado","Colision","Lesionado",2016
8,"Mayo","Domingo",0,"Guatemala","Guatemala","9","Hombre","63","Automovil","Corinto","Colision","Lesionado",2016
8,"Mayo","Domingo",11,"Guatemala","Guatemala","10","Mujer","24","Motocicleta","Ignorado","Colision","Lesionado",2016
8,"Mayo","Domingo",5,"Guatemala","Guatemala","7","Mujer","23","Automovil","Rojo","Colision","Lesionado",2016
8,"Mayo","Domingo",5,"Guatemala","Guatemala","7","Hombre","22","Motocicleta","Rojo","Colision","Lesionado",2016
8,"Mayo","Domingo",2,"Guatemala","Petapa","Ignorada","Hombre","Ignorada","Motocicleta","Rojo","Choque","Lesionado",2016
8,"Mayo","Domingo",3,"Guatemala","Petapa","Ignorada","Hombre","30","Motocicleta","Negro","Caida","Lesionado",2016
9,"Mayo","Lunes",17,"Guatemala","Guatemala","2","Hombre","26","Bus urbano","Rojo","Choque","Lesionado",2016
9,"Mayo","Lunes",11,"Guatemala","Guatemala","5","Hombre","38","Motocicleta","Rojo","Colision","Lesionado",2016
9,"Mayo","Lunes",2,"Guatemala","San Raymundo","Ignorada","Hombre","20","Motocicleta","Rojo","Colision","Lesionado",2016
9,"Mayo","Lunes",2,"Guatemala","San Raymundo","Ignorada","Hombre","21","Motocicleta","Rojo","Colision","Lesionado",2016
10,"Mayo","Martes",21,"Guatemala","Guatemala","1","Hombre","24","Microbus","Azul","Colision","Lesionado",2016
10,"Mayo","Martes",9,"Guatemala","Guatemala","7","Hombre","20","Motocicleta","Blanco","Colision","Lesionado",2016
10,"Mayo","Martes",10,"Guatemala","Villa Nueva","Ignorada","Hombre","80","Pick up","Beige","Choque","Fallecido",2016
10,"Mayo","Martes",20,"Guatemala","Fraijanes","Ignorada","Hombre","17","Motocicleta","Negro","Colision","Lesionado",2016
11,"Mayo","Miercoles",3,"Guatemala","San Pedro Sacatepequez","Ignorada","Hombre","35","Motocicleta","Ignorado","Colision","Fallecido",2016
12,"Mayo","Jueves",12,"Guatemala","Guatemala","1","Hombre","25","Motocicleta","Rojo","Colision","Lesionado",2016
12,"Mayo","Jueves",3,"Guatemala","Guatemala","12","Hombre","25","Motocicleta","Negro","Colision","Fallecido",2016
12,"Mayo","Jueves",3,"Guatemala","Guatemala","12","Hombre","18","Motocicleta","Negro","Colision","Fallecido",2016
12,"Mayo","Jueves",3,"Guatemala","Guatemala","12","Hombre","18","Motocicleta","Negro","Colision","Fallecido",2016
12,"Mayo","Jueves",1,"Guatemala","Guatemala","7","Hombre","28","Motocicleta","Negro","Choque","Lesionado",2016
12,"Mayo","Jueves",3,"Guatemala","San Juan Sacatepequez","Ignorada","Hombre","55","Automovil","Rojo","Colision","Lesionado",2016
12,"Mayo","Jueves",0,"Guatemala","San Juan Sacatepequez","Ignorada","Hombre","52","Camion","Verde","Choque","Fallecido",2016
